FIPS,MODIS1214,Hay,Hay_ir,Alfalfa,Alfalfa_ir,Other_Grass,Other_Grass_ir,Barley,Barley_ir,BeansEdible,BeansEdible_ir,CornGrain,CornGrain_ir,CornSilage,CornSilage_ir,Cotton,Cotton_ir,Oats,Oats_ir,Peanuts,Peanuts_ir,Potatoes,Potatoes_ir,Rice,Rice_ir,Rye,Rye_ir,SorghumGrain,SorghumGrain_ir,SorghumSilage,SorghumSilage_ir,Soybeans,Soybeans_ir,Wheat_Spring,Wheat_Spring_ir,Wheat_Winter,Wheat_Winter_ir,Other,Other_ir,Canola,Canola_ir,Beans,Beans_ir
240321,1214,0.459,0.000,0.000,0.000,0.000,0.000,0.147,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.020,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.203,0.000,0.000,0.000,0.000,0.000
240322,1214,0.124,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.477,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.168,0.000,0.000,0.000,0.000,0.000
240323,1214,0.591,0.000,0.121,0.000,0.000,0.000,0.057,0.000,0.000,0.000,0.037,0.000,0.015,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.003,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.0909999999999999,0.000,0.000,0.000,0.000,0.000
240334,1214,0.320,0.000,0.174,0.000,0.000,0.000,0.144,0.000,0.000,0.000,0.113,0.000,0.030,0.000,0.000,0.000,0.066,0.000,0.000,0.000,0.043,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.041,0.000,0.000,0.000,0.0219999999999999,0.000,0.006,0.000,0.000,0.000
240400,1214,0.214,0.000,0.136,0.000,0.000,0.000,0.110,0.000,0.008,0.000,0.240,0.000,0.039,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.008,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.126,0.000,0.028,0.000,0.001,0.000,0.0340000000000001,0.000,0.001,0.000,0.000,0.000
240435,1214,0.375,0.000,0.124,0.000,0.000,0.000,0.142,0.000,0.000,0.000,0.045,0.000,0.052,0.000,0.000,0.000,0.092,0.000,0.000,0.000,0.014,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.057,0.000,0.000,0.000,0.000,0.000,0.0989999999999998,0.000,0.000,0.000,0.000,0.000
240436,1214,0.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.000,0.046,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.010,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.000,0.020,0.000,0.000,0.000,0.346,0.000,0.000,0.000,0.000,0.000
240437,1214,0.195,0.000,0.143,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.256,0.000,0.047,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.009,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.137,0.000,0.034,0.000,0.000,0.000,0.0339999999999999,0.000,0.000,0.000,0.000,0.000
240451,1214,0.146,0.000,0.124,0.000,0.000,0.000,0.133,0.000,0.017,0.000,0.323,0.000,0.028,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.002,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.014,0.000,0.000,0.000,0.0329999999999998,0.000,0.000,0.000,0.000,0.000
240490,1214,0.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.000,0.000,0.000,0.122,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.165,0.000,0.000,0.000,0.000,0.000
240500,1214,0.608,0.000,0.091,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.069,0.000,0.051,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.011,0.000,0.001,0.000,0.05,0.000,0.000,0.000,0.000,0.000
240530,1214,0.722,0.000,0.071,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.003,0.000,0.020,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.018,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000
240540,1214,0.577,0.000,0.070,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.090,0.000,0.053,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.018,0.000,0.000,0.000,0.072,0.000,0.000,0.000,0.000,0.000
240541,1214,0.634,0.000,0.076,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.059,0.000,0.049,0.000,0.000,0.000,0.063,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.009,0.000,0.000,0.000,0.0499999999999999,0.000,0.000,0.000,0.000,0.000
240542,1214,0.714,0.000,0.081,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.043,0.000,0.046,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.006,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000
240543,1214,0.640,0.000,0.071,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.040,0.000,0.052,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.002,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.0669999999999999,0.000,0.000,0.000,0.000,0.000
240544,1214,0.459,0.000,0.128,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.112,0.000,0.076,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.013,0.000,0.004,0.000,0.0519999999999999,0.000,0.000,0.000,0.000,0.000
240545,1214,0.671,0.000,0.094,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.082,0.000,0.030,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.0449999999999999,0.000,0.000,0.000,0.000,0.000
240600,1214,0.132,0.000,0.050,0.000,0.000,0.000,0.029,0.000,0.002,0.000,0.260,0.000,0.003,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.128,0.000,0.000,0.000,0.345,0.000,0.000,0.000,0.000,0.000
240665,1214,0.078,0.000,0.030,0.000,0.000,0.000,0.029,0.000,0.002,0.000,0.280,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.000,0.391,0.000,0.000,0.000,0.000,0.000
240666,1214,0.337,0.000,0.123,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.29,0.000,0.000,0.000,0.000,0.000
240700,1214,0.116,0.000,0.099,0.000,0.000,0.000,0.082,0.000,0.006,0.000,0.379,0.000,0.019,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.038,0.000,0,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.015,0.000,0.001,0.000,0.0769999999999999,0.000,0.000,0.000,0.000,0.000
240752,1214,0.127,0.000,0.100,0.000,0.000,0.000,0.103,0.000,0.002,0.000,0.367,0.000,0.020,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.025,0.000,0,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.151,0.000,0.019,0.000,0.001,0.000,0.0379999999999998,0.000,0.000,0.000,0.000,0.000
240760,1214,0.087,0.000,0.098,0.000,0.000,0.000,0.085,0.000,0.008,0.000,0.417,0.000,0.015,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.172,0.000,0.011,0.000,0.002,0.000,0.0789999999999998,0.000,0.000,0.000,0.000,0.000
240761,1214,0.094,0.000,0.105,0.000,0.000,0.000,0.068,0.000,0.000,0.000,0.302,0.000,0.017,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.128,0.000,0,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.003,0.000,0.000,0.000,0.098,0.000,0.000,0.000,0.000,0.000
240762,1214,0.284,0.000,0.139,0.000,0.000,0.000,0.075,0.000,0.000,0.000,0.288,0.000,0.028,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.000,0.013,0.000,0.000,0.000,0.0509999999999998,0.000,0.000,0.000,0.000,0.000
240763,1214,0.079,0.000,0.076,0.000,0.000,0.000,0.067,0.000,0.015,0.000,0.458,0.000,0.022,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.104,0.000,0.022,0.000,0.000,0.000,0.135,0.000,0.000,0.000,0.000,0.000
240764,1214,0.167,0.000,0.149,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.282,0.000,0.006,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.014,0.000,0.000,0.000,0.158,0.000,0.000,0.000,0.000,0.000
240800,1214,0.508,0.000,0.228,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.052,0.000,0.043,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.008,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.003,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000
240880,1214,0.539,0.000,0.176,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.041,0.000,0.042,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.027,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.0259999999999998,0.000,0.000,0.000,0.000,0.000
240881,1214,0.597,0.000,0.179,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.062,0.000,0.027,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.03,0.000,0.000,0.000,0.000,0.000
240882,1214,0.529,0.000,0.174,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.096,0.000,0.037,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.003,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.009,0.000,0.000,0.000,0.0279999999999999,0.000,0.000,0.000,0.000,0.000
240883,1214,0.707,0.000,0.135,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.004,0.000,0.018,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.008,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000
240884,1214,0.365,0.000,0.349,0.000,0.000,0.000,0.044,0.000,0.000,0.000,0.049,0.000,0.061,0.000,0.000,0.000,0.086,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000
240900,1214,0.285,0.000,0.159,0.000,0.000,0.000,0.064,0.000,0.000,0.000,0.180,0.000,0.041,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.004,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.023,0.000,0.002,0.000,0.102,0.000,0.000,0.000,0.000,0.000
240972,1214,0.099,0.000,0.144,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.218,0.000,0.027,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.005,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.000,0.030,0.000,0.000,0.000,0.298,0.000,0.000,0.000,0.000,0.000
240973,1214,0.069,0.000,0.088,0.000,0.000,0.000,0.093,0.000,0.000,0.000,0.254,0.000,0.029,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.012,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.166,0.000,0.075,0.000,0.000,0.000,0.199,0.000,0.000,0.000,0.000,0.000
240974,1214,0.140,0.000,0.180,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.257,0.000,0.063,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.002,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.148,0.000,0.030,0.000,0.000,0.000,0.0819999999999999,0.000,0.000,0.000,0.000,0.000
240975,1214,0.293,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.017,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.033,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.313,0.000,0.000,0.000,0.000,0.000
240976,1214,0.320,0.000,0.218,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.203,0.000,0.046,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.096,0.000,0.021,0.000,0.000,0.000,0.0269999999999999,0.000,0.000,0.000,0.000,0.000
240978,1214,0.555,0.000,0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.128,0.000,0.000,0.000,0.002,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.128,0.000,0.000,0.000,0.000,0.000
240979,1214,0.682,0.000,0.099,0.000,0.000,0.000,0.086,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.004,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.0200000000000001,0.000,0.000,0.000,0.000,0.000
241000,1214,0.653,0.000,0.092,0.000,0.000,0.000,0.101,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.059,0.000,0.008,0.000,0.000,0.000
241085,1214,0.475,0.000,0.173,0.000,0.000,0.000,0.157,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.014,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.027,0.000,0.000,0.000,0.0720000000000001,0.000,0.006,0.000,0.000,0.000
241086,1214,0.823,0.000,0.031,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.075,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000
241087,1214,0.751,0.000,0.058,0.000,0.000,0.000,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.025,0.000,0.007,0.000,0.000,0.000
241088,1214,0.761,0.000,0.021,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0939999999999999,0.000,0.000,0.000,0.000,0.000
241089,1214,0.703,0.000,0.076,0.000,0.000,0.000,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0,0.000,0.047,0.000,0.000,0.000
241100,1214,0.534,0.000,0.109,0.000,0.000,0.000,0.107,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.192,0.000,0.000,0.000,0.020,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0369999999999999,0.000,0.000,0.000,0.000,0.000
241101,1214,0.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.426,0.000,0.000,0.000,0.000,0.000
241102,1214,0.647,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.181,0.000,0.000,0.000,0.006,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.127,0.000,0.000,0.000,0.000,0.000
241103,1214,0.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.169,0.000,0.000,0.000,0.035,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0319999999999999,0.000,0.000,0.000,0.000,0.000
241104,1214,0.538,0.000,0.182,0.000,0.000,0.000,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,0.000,0.000,0.000,0.004,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000
241105,1214,0.491,0.000,0.098,0.000,0.000,0.000,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247,0.000,0.000,0.000,0.034,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000
241106,1214,0.551,0.000,0.000,0.000,0.000,0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.15,0.000,0.000,0.000,0.000,0.000
241200,1214,0.486,0.000,0.156,0.000,0.000,0.000,0.104,0.000,0.000,0.000,0.096,0.000,0.029,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.003,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.016,0.000,0.001,0.000,0.0379999999999999,0.000,0.005,0.000,0.000,0.000
241217,1214,0.368,0.000,0.261,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.017,0.000,0.008,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.003,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.083,0.000,0.006,0.000,0.08,0.000,0.003,0.000,0.000,0.000
241218,1214,0.296,0.000,0.317,0.000,0.000,0.000,0.137,0.000,0.000,0.000,0.064,0.000,0.027,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.034,0.000,0.000,0.000,0.06,0.000,0.005,0.000,0.000,0.000
241219,1214,0.372,0.000,0.208,0.000,0.000,0.000,0.166,0.000,0.000,0.000,0.104,0.000,0.028,0.000,0.000,0.000,0.037,0.000,0.000,0.000,0.008,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.016,0.000,0.002,0.000,0.034,0.000,0.009,0.000,0.000,0.000
241224,1214,0.313,0.000,0.219,0.000,0.000,0.000,0.116,0.000,0.000,0.000,0.183,0.000,0.056,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.003,0.000,0.002,0.000,0.024,0.000,0.005,0.000,0.000,0.000
241225,1214,0.352,0.000,0.138,0.000,0.000,0.000,0.072,0.000,0.000,0.000,0.121,0.000,0.025,0.000,0.000,0.000,0.078,0.000,0.000,0.000,0.042,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.013,0.000,0.000,0.000,0.144,0.000,0.005,0.000,0.000,0.000
241226,1214,0.438,0.000,0.115,0.000,0.000,0.000,0.106,0.000,0.000,0.000,0.191,0.000,0.054,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.010,0.000,0.000,0.000,0.0219999999999998,0.000,0.014,0.000,0.000,0.000
241227,1214,0.712,0.000,0.103,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.023,0.000,0.034,0.000,0.000,0.000,0.041,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.0269999999999999,0.000,0.000,0.000,0.000,0.000
241228,1214,0.648,0.000,0.090,0.000,0.000,0.000,0.109,0.000,0.000,0.000,0.007,0.000,0.010,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000
241229,1214,0.715,0.000,0.059,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.029,0.000,0.022,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.012,0.000,0.000,0.000,0.0259999999999999,0.000,0.000,0.000,0.000,0.000
241231,1214,0.786,0.000,0.056,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.035,0.000,0.017,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.002,0.000,0.000,0.000,0.0239999999999999,0.000,0.000,0.000,0.000,0.000
241233,1214,0.450,0.000,0.146,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.139,0.000,0.028,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.002,0.000,0.001,0.000,0.0279999999999999,0.000,0.002,0.000,0.000,0.000
241300,1214,0.095,0.000,0.076,0.000,0.000,0.000,0.035,0.000,0.009,0.000,0.481,0.000,0.030,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.005,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.159,0.000,0.021,0.000,0.001,0.000,0.0770000000000001,0.000,0.000,0.000,0.001,0.000
241346,1214,0.256,0.000,0.105,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.437,0.000,0.044,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.004,0.000,0.001,0.000,0.047,0.000,0.000,0.000,0.000,0.000
241347,1214,0.395,0.000,0.086,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.361,0.000,0.024,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.0269999999999999,0.000,0.000,0.000,0.000,0.000
241348,1214,0.300,0.000,0.091,0.000,0.000,0.000,0.034,0.000,0.004,0.000,0.395,0.000,0.038,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.082,0.000,0.021,0.000,0.002,0.000,0.017,0.000,0.000,0.000,0.000,0.000
241353,1214,0.063,0.000,0.071,0.000,0.000,0.000,0.042,0.000,0.021,0.000,0.549,0.000,0.023,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.149,0.000,0.027,0.000,0.000,0.000,0.0419999999999999,0.000,0.000,0.000,0.000,0.000
241354,1214,0.048,0.000,0.047,0.000,0.000,0.000,0.032,0.000,0.025,0.000,0.576,0.000,0.021,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136,0.000,0.027,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000
241355,1214,0.078,0.000,0.089,0.000,0.000,0.000,0.034,0.000,0.009,0.000,0.456,0.000,0.035,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.003,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.135,0.000,0.026,0.000,0.000,0.000,0.128,0.000,0.000,0.000,0.000,0.000
241356,1214,0.050,0.000,0.074,0.000,0.000,0.000,0.022,0.000,0.002,0.000,0.594,0.000,0.047,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.164,0.000,0.011,0.000,0.001,0.000,0.0289999999999999,0.000,0.000,0.000,0.000,0.000
241357,1214,0.033,0.000,0.066,0.000,0.000,0.000,0.034,0.000,0.010,0.000,0.468,0.000,0.019,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.001,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.238,0.000,0.060,0.000,0.001,0.000,0.0650000000000001,0.000,0.000,0.000,0.000,0.000
241358,1214,0.079,0.000,0.057,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000
241359,1214,0.045,0.000,0.085,0.000,0.000,0.000,0.024,0.000,0.005,0.000,0.391,0.000,0.017,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.050,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.274,0.000,0.054,0.000,0.000,0.000,0.0519999999999998,0.000,0.000,0.000,0.000,0.000
